sport,event,year,num_athletes,num_countries,medals_awarded,medal_rate
Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1928,19,19,19,1.0
Weightlifting,Weightlifting Men's Heavyweight II,1988,20,14,20,1.0
Athletics,Athletics Men's 20 kilometres Walk,2004,48,28,48,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1924,22,15,22,1.0
Boxing,Boxing Men's Welterweight,1992,30,30,30,1.0
Shooting,"Shooting Men's Air Pistol, 10 metres",1988,44,28,44,1.0
Modern Pentathlon,Modern Pentathlon Men's Individual,1996,32,22,32,1.0
Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,1992,62,21,62,1.0
Equestrianism,"Equestrianism Men's Jumping, Individual",1936,54,18,54,1.0
Gymnastics,Gymnastics Men's Horizontal Bar,1948,121,16,121,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1984,71,45,71,1.0
Athletics,Athletics Men's Marathon,1912,68,19,68,1.0
Weightlifting,"Weightlifting Men's Unlimited, Two Hands",1904,4,3,4,1.0
Handball,Handball Women's Handball,1976,82,6,82,1.0
Speed Skating,"Speed Skating Men's 1,500 metres",1976,30,17,30,1.0
Athletics,Athletics Women's 400 metres,2000,57,42,57,1.0
Gymnastics,Gymnastics Women's Balance Beam,1992,92,24,92,1.0
Figure Skating,Figure Skating Mixed Ice Dancing,2010,46,15,46,1.0
Swimming,Swimming Men's 10 kilometres Open Water,2008,25,24,25,1.0
Athletics,Athletics Men's Hammer Throw,1988,30,15,30,1.0
Weightlifting,Weightlifting Men's Super-Heavyweight,1980,12,8,12,1.0
Freestyle Skiing,Freestyle Skiing Men's Halfpipe,2014,28,13,28,1.0
Snowboarding,Snowboarding Women's Parallel Giant Slalom,2002,30,12,30,1.0
Bobsleigh,Bobsleigh Men's Two,1980,40,10,40,1.0
Modern Pentathlon,Modern Pentathlon Women's Individual,2000,24,18,24,1.0
Cycling,"Cycling Men's Road Race, Individual",1972,163,47,163,1.0
Rowing,Rowing Men's Single Sculls,1972,18,17,18,1.0
Athletics,Athletics Men's 400 metres Hurdles,1960,34,23,34,1.0
Swimming,Swimming Men's 200 metres Freestyle,1976,55,32,55,1.0
Gymnastics,Gymnastics Men's Pommelled Horse,1992,93,25,93,1.0
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,1972,62,18,62,1.0
Weightlifting,Weightlifting Men's Heavyweight I,1996,28,25,28,1.0
Athletics,"Athletics Men's 10,000 metres",1996,46,29,46,1.0
Figure Skating,Figure Skating Women's Singles,2002,27,19,27,1.0
Athletics,"Athletics Men's 1,500 metres",1948,36,22,36,1.0
Rowing,Rowing Women's Coxed Quadruple Sculls,1980,37,7,37,1.0
Judo,Judo Women's Lightweight,2000,23,23,23,1.0
Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",1996,19,19,19,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Individual",2002,66,22,66,1.0
Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",1972,101,57,101,1.0
Athletics,Athletics Men's Javelin Throw,2000,36,26,36,1.0
Diving,Diving Women's Platform,2012,26,16,26,1.0
Gymnastics,Gymnastics Women's Floor Exercise,1968,101,23,101,1.0
Synchronized Swimming,Synchronized Swimming Women's Duet,2004,48,24,48,1.0
Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",1976,17,17,17,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1920,25,7,25,1.0
Swimming,Swimming Women's 100 metres Freestyle,1980,30,21,30,1.0
Gymnastics,Gymnastics Women's Horse Vault,2016,19,16,19,1.0
Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",2004,15,11,15,1.0
Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",1900,30,6,30,1.0
Biathlon,Biathlon Men's 20 kilometres,1976,52,17,52,1.0
Athletics,Athletics Women's Shot Put,2008,35,22,35,1.0
Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",1952,10,10,10,1.0
Taekwondo,Taekwondo Women's Heavyweight,2000,12,12,12,1.0
Judo,Judo Women's Heavyweight,2000,24,24,24,1.0
Swimming,Swimming Men's 220 yard Freestyle,1904,4,3,4,1.0
Gymnastics,Gymnastics Men's Team All-Around,1932,24,5,24,1.0
Alpine Skiing,Alpine Skiing Men's Super G,2014,63,28,63,1.0
Athletics,Athletics Men's Pole Vault,1976,27,13,27,1.0
Football,Football Men's Football,1904,36,2,36,1.0
Athletics,Athletics Men's 4 x 100 metres Relay,2016,70,16,70,1.0
Volleyball,Volleyball Women's Volleyball,2004,140,12,140,1.0
Athletics,Athletics Men's Discus Throw,1960,35,22,35,1.0
Fencing,"Fencing Men's Sabre, Individual",1912,64,12,64,1.0
Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",1920,70,14,70,1.0
Swimming,Swimming Women's 100 metres Backstroke,2008,48,36,48,1.0
Hockey,Hockey Men's Hockey,1948,187,13,187,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1998,306,14,306,1.0
Athletics,Athletics Men's 800 metres,1988,70,53,70,1.0
Athletics,Athletics Men's Hammer Throw,1928,16,11,16,1.0
Sailing,Sailing Mixed Two Person Keelboat,1996,50,25,50,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",2008,20,20,20,1.0
Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",1920,75,15,75,1.0
Gymnastics,Gymnastics Men's Parallel Bars,2008,76,27,76,1.0
Swimming,Swimming Men's 200 metres Breaststroke,1976,29,19,29,1.0
Luge,Luge Men's Singles,1964,38,12,38,1.0
Volleyball,Volleyball Men's Volleyball,1984,118,10,118,1.0
Tennis,Tennis Men's Singles,1906,18,6,18,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1948,61,14,61,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1996,111,31,111,1.0
Athletics,Athletics Women's 80 metres Hurdles,1964,27,19,27,1.0
Judo,Judo Women's Half-Lightweight,2004,24,24,24,1.0
Modern Pentathlon,Modern Pentathlon Men's Team,1984,51,17,51,1.0
Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,1994,68,17,68,1.0
Swimming,Swimming Men's 200 metres Butterfly,1964,32,19,32,1.0
Sailing,Sailing Mixed One Person Dinghy,2000,43,43,43,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres, Team",1920,65,13,65,1.0
Athletics,Athletics Men's 20 kilometres Walk,2016,74,40,74,1.0
Wrestling,"Wrestling Men's Lightweight, Freestyle",1964,22,22,22,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Team",1992,54,14,54,1.0
Weightlifting,Weightlifting Men's Bantamweight,1984,20,18,20,1.0
Athletics,Athletics Men's 400 metres,1900,15,6,15,1.0
Athletics,Athletics Men's 400 metres Hurdles,1924,23,13,23,1.0
Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1976,15,14,15,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres",1900,20,4,20,1.0
Athletics,Athletics Men's Javelin Throw,1972,23,14,23,1.0
Skeleton,Skeleton Men's Skeleton,1948,15,6,15,1.0
Tennis,Tennis Men's Singles,1920,41,14,41,1.0
Basketball,Basketball Men's Basketball,2012,144,12,144,1.0
Swimming,Swimming Women's 50 metres Freestyle,1988,50,31,50,1.0
Cycling,Cycling Men's Sprint,1984,33,24,33,1.0
Swimming,Swimming Men's 200 metres Individual Medley,2008,46,41,46,1.0
Swimming,Swimming Women's 100 metres Freestyle,2008,48,40,48,1.0
Bobsleigh,Bobsleigh Men's Two,1956,50,14,50,1.0
Swimming,Swimming Men's 200 metres Breaststroke,2012,34,28,34,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",1912,41,9,41,1.0
Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",2016,26,20,26,1.0
Athletics,Athletics Men's Marathon,2012,105,67,105,1.0
Athletics,Athletics Men's 400 metres Hurdles,2012,49,33,49,1.0
Figure Skating,Figure Skating Women's Singles,1952,25,12,25,1.0
Modern Pentathlon,Modern Pentathlon Men's Individual,1992,66,30,66,1.0
Fencing,"Fencing Men's epee, Individual",1924,67,18,67,1.0
Fencing,"Fencing Men's Sabre, Individual",2008,40,21,40,1.0
Figure Skating,Figure Skating Men's Singles,1936,25,12,25,1.0
Athletics,Athletics Men's 800 metres,1992,59,49,59,1.0
Shooting,"Shooting Men's Trap, Team",1912,36,6,36,1.0
Rowing,Rowing Men's Single Sculls,1984,16,16,16,1.0
Athletics,Athletics Women's Discus Throw,1960,24,15,24,1.0
Archery,Archery Men's Individual,1976,37,23,37,1.0
Weightlifting,Weightlifting Men's Heavyweight I,1980,17,14,17,1.0
Alpine Skiing,Alpine Skiing Women's Combined,2002,31,14,31,1.0
Rowing,Rowing Men's Coxless Pairs,1936,26,13,26,1.0
Sailing,Sailing Women's Windsurfer,1992,24,23,24,1.0
Tennis,Tennis Mixed Doubles,1924,42,14,42,1.0
Swimming,Swimming Women's 800 metres Freestyle,2000,26,21,26,1.0
Freestyle Skiing,Freestyle Skiing Women's Moguls,1998,28,16,28,1.0
Snowboarding,Snowboarding Women's Parallel Giant Slalom,2006,30,16,30,1.0
Cycling,Cycling Men's Sprint,1956,18,18,18,1.0
Taekwondo,Taekwondo Men's Flyweight,2012,16,16,16,1.0
Speed Skating,"Speed Skating Women's 3,000 metres",1972,22,10,22,1.0
Athletics,Athletics Men's 800 metres,1906,23,8,23,1.0
Weightlifting,Weightlifting Men's Featherweight,1928,21,13,21,1.0
Weightlifting,Weightlifting Men's Middleweight,2016,14,13,14,1.0
Boxing,Boxing Men's Heavyweight,1928,10,10,10,1.0
Diving,Diving Women's Plain High,1912,14,3,14,1.0
Alpinism,Alpinism Mixed Alpinism,1932,2,1,2,1.0
Weightlifting,Weightlifting Men's Super-Heavyweight,2012,19,17,19,1.0
Gymnastics,Gymnastics Women's Floor Exercise,1960,124,27,124,1.0
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2010,76,19,76,1.0
Ice Hockey,Ice Hockey Women's Ice Hockey,2014,158,8,158,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres",1992,44,28,44,1.0
Weightlifting,Weightlifting Men's Middleweight,1968,20,16,20,1.0
Speed Skating,"Speed Skating Men's 1,000 metres",1980,41,18,41,1.0
Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",1972,20,19,20,1.0
Alpine Skiing,Alpine Skiing Men's Downhill,1980,47,22,47,1.0
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2006,67,28,67,1.0
Bobsleigh,Bobsleigh Women's Two,2010,42,13,42,1.0
Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",1936,34,11,47,1.3824
Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1936,53,22,53,1.0
Weightlifting,Weightlifting Men's Light-Heavyweight,1992,30,25,30,1.0
Gymnastics,Gymnastics Women's Team All-Around,1992,72,12,72,1.0
Volleyball,Volleyball Women's Volleyball,1992,89,8,89,1.0
Athletics,Athletics Men's 100 metres,1984,82,59,82,1.0
Boxing,Boxing Men's Middleweight,1976,19,19,19,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1912,20,5,20,1.0
Athletics,Athletics Women's 800 metres,2012,41,32,41,1.0
Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",1988,30,14,30,1.0
Athletics,Athletics Men's Stone Throw,1906,16,8,16,1.0
Athletics,Athletics Women's 100 metres Hurdles,1976,23,15,23,1.0
Alpine Skiing,Alpine Skiing Women's Downhill,1948,37,11,37,1.0
Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",2010,61,18,61,1.0
Judo,Judo Men's Half-Middleweight,2000,37,37,37,1.0
Weightlifting,Weightlifting Men's Light-Heavyweight,1952,23,20,23,1.0
Athletics,Athletics Men's Triple Jump,1972,36,28,36,1.0
Wrestling,"Wrestling Men's Welterweight, Freestyle",1984,22,22,22,1.0
Athletics,"Athletics Men's 10,000 metres",2000,34,19,34,1.0
Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1980,14,14,14,1.0
Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",1980,24,12,24,1.0
Swimming,Swimming Women's 100 metres Butterfly,2000,49,38,49,1.0
Gymnastics,Gymnastics Men's Pommelled Horse,1928,88,11,88,1.0
Boxing,Boxing Men's Light-Heavyweight,1988,26,25,26,1.0
Swimming,Swimming Women's 200 metres Individual Medley,2016,39,26,39,1.0
Cycling,Cycling Women's Sprint,1992,12,12,12,1.0
Shooting,"Shooting Men's Trap, Double Shot, 14 metres",1906,10,4,10,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1948,139,9,139,1.0
Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,1994,62,19,62,1.0
Swimming,Swimming Women's 100 metres Backstroke,1968,40,23,40,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Individual",1964,52,15,52,1.0
Biathlon,Biathlon Men's 20 kilometres,1992,94,27,94,1.0
Athletics,Athletics Men's 4 x 100 metres Relay,1976,80,19,80,1.0
Nordic Combined,Nordic Combined Men's Sprint,2002,40,13,40,1.0
Trampolining,Trampolining Men's Individual,2004,16,14,16,1.0
Athletics,Athletics Men's 100 metres,2008,80,63,80,1.0
Gymnastics,Gymnastics Women's Balance Beam,1972,118,22,118,1.0
Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",1956,9,9,9,1.0
Sailing,Sailing Women's Windsurfer,2016,26,25,26,1.0
Athletics,Athletics Women's Discus Throw,1976,15,9,15,1.0
Athletics,Athletics Women's Triple Jump,2016,37,25,37,1.0
Wrestling,"Wrestling Men's Heavyweight, Freestyle",1984,11,11,11,1.0
Athletics,Athletics Women's Heptathlon,1992,32,22,32,1.0
Freestyle Skiing,Freestyle Skiing Women's Moguls,2014,28,13,28,1.0
Athletics,Athletics Men's Shot Put,1968,19,13,19,1.0
Swimming,Swimming Women's 100 metres Backstroke,1984,31,20,31,1.0
Equestrianism,"Equestrianism Men's Three-Day Event, Individual",1932,14,5,14,1.0
Swimming,Swimming Women's 100 metres Backstroke,1948,24,16,24,1.0
Rowing,Rowing Women's Single Sculls,1976,11,10,11,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,1932,24,6,24,1.0
Swimming,Swimming Men's 200 metres Breaststroke,1924,28,16,28,1.0
Gymnastics,Gymnastics Men's Floor Exercise,1956,63,18,63,1.0
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2006,82,46,82,1.0
Weightlifting,Weightlifting Women's Middleweight,2008,19,18,19,1.0
Cycling,"Cycling Men's 1,000 metres Time Trial",1928,16,16,16,1.0
Athletics,"Athletics Men's 3,000 metres, Team",1912,24,5,24,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",1960,25,25,25,1.0
Archery,Archery Women's Individual,2016,64,40,64,1.0
Equestrianism,"Equestrianism Mixed Three-Day Event, Team",1992,72,18,72,1.0
Curling,Curling Women's Curling,2014,43,10,43,1.0
Boxing,Boxing Men's Middleweight,1908,10,3,10,1.0
Athletics,"Athletics Men's 3,000 metres Steeplechase",1960,32,20,32,1.0
Softball,Softball Women's Softball,2008,120,8,120,1.0
Snowboarding,Snowboarding Men's Parallel Slalom,2014,32,12,32,1.0
Cycling,Cycling Men's Team Sprint,2016,28,9,28,1.0
Wrestling,"Wrestling Men's Middleweight, Freestyle",1936,15,15,15,1.0
Athletics,Athletics Men's Long Jump,1928,41,23,41,1.0
Football,Football Women's Football,1996,124,8,124,1.0
Shooting,"Shooting Men's Running Target, Double Shot",1912,20,6,20,1.0
Judo,Judo Women's Half-Middleweight,2008,25,25,25,1.0
Diving,Diving Men's Springboard,1948,27,16,27,1.0
Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,1994,88,33,88,1.0
Tennis,Tennis Women's Singles,1992,64,30,64,1.0
Speed Skating,Speed Skating Women's 500 metres,1964,28,13,28,1.0
Judo,Judo Men's Half-Heavyweight,2004,33,33,33,1.0
Cross Country Skiing,Cross Country Skiing Women's Sprint,2002,58,24,58,1.0
Athletics,Athletics Men's 110 metres Hurdles,1912,22,10,22,1.0
Boxing,Boxing Men's Welterweight,1976,31,30,31,1.0
Speed Skating,"Speed Skating Men's 1,500 metres",1984,40,19,40,1.0
Athletics,"Athletics Men's Javelin Throw, Both Hands",1912,14,4,14,1.0
Boxing,Boxing Men's Featherweight,1948,30,30,30,1.0
Fencing,"Fencing Women's Foil, Individual",1964,39,17,39,1.0
Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",2000,20,20,20,1.0
Fencing,"Fencing Men's epee, Individual",1904,5,3,5,1.0
Judo,Judo Men's Lightweight,1972,29,28,29,1.0
Athletics,Athletics Men's High Jump,1972,40,25,40,1.0
Archery,Archery Women's Team Round,1904,4,1,4,1.0
Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",2000,12,12,12,1.0
Athletics,"Athletics Men's Javelin Throw, Freestyle",1908,33,9,33,1.0
Sailing,Sailing Mixed Two Person Keelboat,1972,78,25,78,1.0
Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",2014,46,15,46,1.0
Athletics,Athletics Women's 100 metres Hurdles,2000,38,26,38,1.0
Boxing,Boxing Men's Lightweight,1924,30,22,30,1.0
Fencing,"Fencing Men's epee, Team",1976,85,19,85,1.0
Swimming,Swimming Women's 200 metres Butterfly,1984,29,18,29,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",1972,26,26,26,1.0
Figure Skating,Figure Skating Men's Singles,1988,28,20,28,1.0
Basketball,Basketball Men's Basketball,1976,141,12,141,1.0
Figure Skating,Figure Skating Mixed Pairs,1988,30,7,30,1.0
Athletics,Athletics Men's 4 x 400 metres Relay,1948,60,15,60,1.0
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2002,61,24,61,1.0
Nordic Combined,Nordic Combined Men's Sprint,2006,48,15,48,1.0
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,74,16,74,1.0
Equestrianism,"Equestrianism Mixed Three-Day Event, Team",1988,40,10,40,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",1976,21,20,21,1.0
Boxing,Boxing Men's Lightweight,1932,13,13,13,1.0
Athletics,Athletics Women's 100 metres Hurdles,2008,40,31,40,1.0
Tennis,Tennis Men's Singles,2000,64,32,64,1.0
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,57,24,57,1.0
Luge,Luge Mixed (Men)'s Doubles,1968,30,8,30,1.0
Nordic Combined,Nordic Combined Men's Individual,1924,30,9,30,1.0
Rowing,Rowing Women's Double Sculls,2012,20,10,20,1.0
Rowing,Rowing Men's Coxless Pairs,2008,29,14,29,1.0
Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",2000,20,17,20,1.0
Equestrianism,"Equestrianism Men's Dressage, Team",1948,15,5,15,1.0
Athletics,Athletics Men's Discus Throw,1920,17,8,17,1.0
Athletics,Athletics Men's Pole Vault,1948,19,10,19,1.0
Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1992,19,19,19,1.0
Fencing,"Fencing Men's Foil, Individual",1980,37,16,37,1.0
Water Polo,Water Polo Women's Water Polo,2000,78,6,78,1.0
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,1968,75,24,75,1.0
Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",1984,58,16,58,1.0
Swimming,Swimming Men's 200 metres Butterfly,1960,34,23,34,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",1972,50,24,50,1.0
Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",2012,40,10,40,1.0
Gymnastics,Gymnastics Men's Parallel Bars,1936,110,14,110,1.0
Equestrianism,"Equestrianism Men's Three-Day Event, Individual",1924,44,13,44,1.0
Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",1972,32,15,32,1.0
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,68,17,68,1.0
Boxing,Boxing Men's Light-Heavyweight,1936,21,21,21,1.0
Judo,Judo Men's Open Class,1972,26,25,26,1.0
Alpine Skiing,Alpine Skiing Men's Downhill,1948,111,25,111,1.0
Boxing,Boxing Men's Lightweight,2008,27,27,27,1.0
Sailing,Sailing Mixed One Person Dinghy,1936,28,25,28,1.0
Boxing,Boxing Men's Lightweight,1968,37,37,37,1.0
Athletics,Athletics Men's Long Jump,1924,34,21,34,1.0
Diving,Diving Men's Platform,1992,23,15,23,1.0
Speed Skating,"Speed Skating Men's 1,500 metres",1936,37,15,37,1.0
Biathlon,Biathlon Women's 15 kilometres,2010,87,31,87,1.0
Figure Skating,Figure Skating Men's Singles,2002,28,20,28,1.0
Boxing,Boxing Women's Middleweight,2012,12,12,12,1.0
Athletics,Athletics Men's 110 metres Hurdles,1972,39,26,39,1.0
Rowing,Rowing Men's Coxless Pairs,1952,32,15,32,1.0
Athletics,Athletics Men's Decathlon,1952,28,16,28,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",1936,12,12,12,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",1992,21,21,21,1.0
Swimming,Swimming Women's 400 metres Freestyle,1948,19,11,19,1.0
Alpine Skiing,Alpine Skiing Men's Downhill,1976,74,27,74,1.0
Athletics,Athletics Women's Discus Throw,1928,21,12,21,1.0
Fencing,"Fencing Men's Foil, Team",1976,63,14,63,1.0
Fencing,"Fencing Men's Sabre, Individual",1904,5,2,5,1.0
Weightlifting,Weightlifting Men's Super-Heavyweight,1976,11,8,11,1.0
Athletics,Athletics Men's 800 metres,1948,41,24,41,1.0
Rowing,Rowing Men's Coxed Pairs,1988,42,14,42,1.0
Alpine Skiing,Alpine Skiing Women's Downhill,1968,39,14,39,1.0
Gymnastics,Gymnastics Women's Balance Beam,1956,64,15,64,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1956,63,18,63,1.0
Gymnastics,Gymnastics Men's Team All-Around,1936,111,14,111,1.0
Athletics,"Athletics Men's 1,500 metres",1924,40,22,40,1.0
Fencing,"Fencing Men's Foil, Team",1924,67,12,67,1.0
Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1992,21,21,21,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1908,95,11,95,1.0
Athletics,Athletics Men's Shot Put,1988,21,17,21,1.0
Rowing,Rowing Men's Coxed Pairs (1 kilometres),1906,24,5,24,1.0
Athletics,"Athletics Men's 5,000 metres",1932,18,11,18,1.0
Speed Skating,"Speed Skating Women's 1,000 metres",1964,28,14,28,1.0
Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",1900,30,6,30,1.0
Rowing,Rowing Men's Coxed Eights,1936,126,14,126,1.0
Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",1980,13,13,13,1.0
Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1964,20,20,20,1.0
Swimming,Swimming Men's 100 metres Freestyle,1976,41,26,41,1.0
Sailing,Sailing Mixed One Person Dinghy,1952,28,28,28,1.0
Fencing,"Fencing Men's Foil, Individual",2012,38,19,38,1.0
Gymnastics,Gymnastics Women's Horse Vault,1960,124,27,124,1.0
Cycling,"Cycling Women's Mountainbike, Cross-Country",2012,30,23,30,1.0
Shooting,"Shooting Men's Air Pistol, 10 metres",2000,42,29,42,1.0
Rowing,Rowing Men's Coxless Fours,1980,44,11,44,1.0
Swimming,Swimming Women's 100 metres Butterfly,1964,31,16,31,1.0
Athletics,Athletics Men's 4 x 400 metres Relay,2008,70,16,70,1.0
Badminton,Badminton Men's Singles,2012,40,33,40,1.0
Golf,Golf Men's Team,1904,30,1,30,1.0
Fencing,"Fencing Women's Sabre, Team",2008,30,8,30,1.0
Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",2010,32,18,32,1.0
Weightlifting,Weightlifting Men's Featherweight,2008,17,15,17,1.0
Rowing,"Rowing Men's Coxed Fours, Outriggers",1912,55,9,55,1.0
Shooting,"Shooting Men's Military Rifle, 200 metres",1896,20,7,20,1.0
Athletics,Athletics Women's 100 metres Hurdles,1984,22,14,22,1.0
Boxing,Boxing Men's Bantamweight,1964,32,32,32,1.0
Athletics,Athletics Men's Long Jump,2012,42,30,42,1.0
Gymnastics,Gymnastics Women's Team All-Around,2016,60,12,60,1.0
Athletics,Athletics Women's Heptathlon,2016,31,21,31,1.0
Fencing,"Fencing Women's epee, Individual",1996,48,24,48,1.0
Diving,Diving Men's Synchronized Platform,2012,16,8,16,1.0
Swimming,Swimming Men's 100 metres Breaststroke,1996,45,41,45,1.0
Athletics,Athletics Men's 110 metres Hurdles,1906,15,8,15,1.0
Equestrianism,"Equestrianism Mixed Dressage, Individual",1976,27,11,27,1.0
Rowing,Rowing Men's Coxed Fours,1980,60,12,60,1.0
Fencing,"Fencing Women's Foil, Team",1960,57,12,57,1.0
Canoeing,"Canoeing Women's Kayak Singles, Slalom",1972,22,9,22,1.0
Athletics,Athletics Men's 200 metres,1908,43,15,43,1.0
Athletics,"Athletics Women's 5,000 metres",2016,33,18,33,1.0
Swimming,Swimming Men's 200 metres Butterfly,1980,25,19,25,1.0
Shooting,Shooting Mixed Trap,1980,34,19,34,1.0
Swimming,Swimming Men's 100 metres Backstroke,1924,20,11,20,1.0
Swimming,Swimming Men's 200 metres Breaststroke,1952,40,27,40,1.0
Rowing,Rowing Women's Double Sculls,1984,16,8,16,1.0
Volleyball,Volleyball Women's Volleyball,1988,95,8,95,1.0
Rowing,"Rowing Men's Coxed Fours, Inriggers",1912,30,4,30,1.0
Figure Skating,Figure Skating Mixed Pairs,1980,22,6,22,1.0
Rowing,Rowing Women's Double Sculls,1988,21,10,21,1.0
Equestrianism,"Equestrianism Mixed Dressage, Team",1992,41,11,41,1.0
Rowing,Rowing Men's Coxless Pairs,1956,18,9,18,1.0
Athletics,Athletics Men's Hammer Throw,1908,19,8,19,1.0
Rowing,Rowing Men's Double Sculls,1988,34,16,34,1.0
Athletics,Athletics Men's Hammer Throw,1948,24,17,24,1.0
Swimming,Swimming Women's 100 metres Backstroke,2004,42,34,42,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",1960,46,23,46,1.0
Cycling,Cycling Men's 100 kilometres Team Time Trial,1960,126,32,126,1.0
Equestrianism,"Equestrianism Men's Three-Day Event, Individual",1948,45,16,45,1.0
Athletics,Athletics Men's High Jump,1906,24,11,24,1.0
Canoeing,"Canoeing Women's Kayak Singles, Slalom",2016,21,21,21,1.0
Athletics,"Athletics Men's 3,000 metres Steeplechase",1932,15,8,15,1.0
Judo,Judo Men's Lightweight,1964,24,18,24,1.0
Boxing,Boxing Men's Light-Heavyweight,2012,26,26,26,1.0
Athletics,"Athletics Women's 1,500 metres",1976,36,18,36,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1952,89,22,89,1.0
Taekwondo,Taekwondo Women's Flyweight,2004,15,15,15,1.0
Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",1972,29,28,29,1.0
Athletics,Athletics Men's 4 x 100 metres Relay,1988,127,30,127,1.0
Cycling,Cycling Women's Team Pursuit,2012,32,10,32,1.0
Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",1998,62,19,62,1.0
Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",1960,22,11,22,1.0
Rowing,Rowing Women's Double Sculls,2016,26,13,26,1.0
Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",1932,47,13,59,1.2553
Swimming,Swimming Women's 200 metres Breaststroke,1996,40,33,40,1.0
Athletics,Athletics Women's Shot Put,1980,14,8,14,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Team",2006,64,16,64,1.0
Athletics,Athletics Men's 50 kilometres Walk,1984,31,16,31,1.0
